source,target,external_category_id,raw_full_path,decision_status,semantic_category_code,garment_type_code,comparison_family_code,sleeve_length_class,pants_length_class,leggings_length_class,skirt_length_class,body_length_class,app_category_code,app_detail_code,mapping_status,comparison_eligible,decision_reason
"musinsa","UNKNOWN","112002025","스포츠 구단 > MLB > 미네소타 트윈스","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112002026","스포츠 구단 > MLB > 신시내티 레즈","confirmed","outerwear","jacket","outerwear","unknown","unknown","not_applicable","not_applicable","unknown","outerwear","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","112002027","스포츠 구단 > MLB > 워싱턴 내셔널스","confirmed","outerwear","jacket","outerwear","unknown","unknown","not_applicable","not_applicable","unknown","outerwear","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","112002028","스포츠 구단 > MLB > 마이애미 말린스","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112002029","스포츠 구단 > MLB > 콜로라도 로키스","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112002030","스포츠 구단 > MLB > 피츠버그 파이리츠","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112003","스포츠 구단 > K리그","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","112003001","스포츠 구단 > K리그 > FC서울","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112003002","스포츠 구단 > K리그 > 광주FC","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112003003","스포츠 구단 > K리그 > 전북 현대 모터스","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112003004","스포츠 구단 > K리그 > 부산 아이파크","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112003005","스포츠 구단 > K리그 > FC안양","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112003006","스포츠 구단 > K리그 > 강원FC","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112003007","스포츠 구단 > K리그 > 대구FC","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112003008","스포츠 구단 > K리그 > 대전 하나 시티즌","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112003009","스포츠 구단 > K리그 > 수원FC","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112003010","스포츠 구단 > K리그 > 포항 스틸러스","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112003011","스포츠 구단 > K리그 > 김천 상무","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112003012","스포츠 구단 > K리그 > 울산 HD FC","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112003013","스포츠 구단 > K리그 > 인천 유나이티드","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112003014","스포츠 구단 > K리그 > 서울 이랜드 FC","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112003015","스포츠 구단 > K리그 > 전남 드래곤즈","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112004","스포츠 구단 > 해외축구","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","112004001","스포츠 구단 > 해외축구 > 도르트문트","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112004002","스포츠 구단 > 해외축구 > 바이에른 뮌헨","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112004003","스포츠 구단 > 해외축구 > 인터밀란","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112004004","스포츠 구단 > 해외축구 > 유벤투스","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112004005","스포츠 구단 > 해외축구 > AC 밀란","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112004006","스포츠 구단 > 해외축구 > FC 바르셀로나","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112004007","스포츠 구단 > 해외축구 > 레알 마드리드","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112004008","스포츠 구단 > 해외축구 > 아스널","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112004009","스포츠 구단 > 해외축구 > 첼시","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112004010","스포츠 구단 > 해외축구 > 리버풀","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112004011","스포츠 구단 > 해외축구 > 맨체스터 시티","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112004012","스포츠 구단 > 해외축구 > 맨체스터 유나이티드","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112004013","스포츠 구단 > 해외축구 > 뉴캐슬 유나이티드","confirmed","tops","hoodie","hoodie","unknown","unknown","not_applicable","not_applicable","unknown","tops","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","112004014","스포츠 구단 > 해외축구 > 토트넘 핫스퍼","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112004015","스포츠 구단 > 해외축구 > 울버햄튼","confirmed","tops","hoodie","hoodie","unknown","unknown","not_applicable","not_applicable","unknown","tops","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","112004016","스포츠 구단 > 해외축구 > 파리 생제르맹","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112004017","스포츠 구단 > 해외축구 > 올랭피크 드 마르세유","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112004018","스포츠 구단 > 해외축구 > FC 레드불 잘츠부르크","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112004019","스포츠 구단 > 해외축구 > FC 장크트파울리","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112004020","스포츠 구단 > 해외축구 > PSV 에인트호번","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112004021","스포츠 구단 > 해외축구 > RB 라이프치히","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112004022","스포츠 구단 > 해외축구 > 보루시아 묀헨글라트바흐","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112004023","스포츠 구단 > 해외축구 > 지로나 FC","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112004024","스포츠 구단 > 해외축구 > 팔레르모 FC","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112005","스포츠 구단 > KBL","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","112005001","스포츠 구단 > KBL > 창원 LG 세이커스","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112005002","스포츠 구단 > KBL > 서울 SK 나이츠","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112005003","스포츠 구단 > KBL > 서울 삼성 썬더스","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112005004","스포츠 구단 > KBL > 울산 현대모비스 피버스","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112005005","스포츠 구단 > KBL > 고양 소노 스카이거너스","confirmed","tops","shirt_blouse","shirt","unknown","unknown","not_applicable","not_applicable","unknown","tops","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","112005006","스포츠 구단 > KBL > 부산 KCC 이지스","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112005007","스포츠 구단 > KBL > 안양 정관장 레드부스터스","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112005008","스포츠 구단 > KBL > 수원 KT 소닉붐","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112005009","스포츠 구단 > KBL > 대구 한국가스공사 페가수스","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","112005010","스포츠 구단 > KBL > 원주 DB 프로미","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112006","스포츠 구단 > NBA","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","112006001","스포츠 구단 > NBA > 골든스테이트 워리어스","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112006002","스포츠 구단 > NBA > 보스턴 셀틱스","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112006003","스포츠 구단 > NBA > 브루클린 넷츠","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112006004","스포츠 구단 > NBA > 뉴욕 닉스","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112006005","스포츠 구단 > NBA > 필라델피아 76ers","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112006007","스포츠 구단 > NBA > 시카고 불스","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112006008","스포츠 구단 > NBA > 밀워키 벅스","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112006009","스포츠 구단 > NBA > 마이애미 히트","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112006010","스포츠 구단 > NBA > 덴버 너기츠","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112006011","스포츠 구단 > NBA > LA 레이커스","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112007","스포츠 구단 > V-리그","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","112007001","스포츠 구단 > V-리그 > 천안 현대캐피탈","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112007002","스포츠 구단 > V-리그 > 인천 대한항공","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","112007003","스포츠 구단 > V-리그 > 의정부 KB손해보험","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112007004","스포츠 구단 > V-리그 > 서울 우리카드","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112007005","스포츠 구단 > V-리그 > 대전 삼성화재","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112007006","스포츠 구단 > V-리그 > 수원 한국전력","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112007007","스포츠 구단 > V-리그 > 부산 OK저축은행","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112007008","스포츠 구단 > V-리그 > 인천 흥국생명","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112007009","스포츠 구단 > V-리그 > 대전 정관장","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112007010","스포츠 구단 > V-리그 > 수원 현대건설","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112007011","스포츠 구단 > V-리그 > 화성 IBK기업은행","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112007012","스포츠 구단 > V-리그 > 김천 한국도로공사","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","112007013","스포츠 구단 > V-리그 > GS칼텍스 서울","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112007014","스포츠 구단 > V-리그 > 광주 페퍼저축은행","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112008","스포츠 구단 > e스포츠","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","112008001","스포츠 구단 > e스포츠 > Gen.G","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112008003","스포츠 구단 > e스포츠 > 한화생명E스포츠","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112008004","스포츠 구단 > e스포츠 > Dplus KIA","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112008005","스포츠 구단 > e스포츠 > BNK 피어엑스","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112008007","스포츠 구단 > e스포츠 > DN 수퍼스","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112008008","스포츠 구단 > e스포츠 > LCK","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112009","스포츠 구단 > 모터스포츠","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","112009001","스포츠 구단 > 모터스포츠 > 아우디 Revolut","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112009002","스포츠 구단 > 모터스포츠 > 메르세데스-AMG PETRONAS","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112009003","스포츠 구단 > 모터스포츠 > BMW M Motorsport","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112009004","스포츠 구단 > 모터스포츠 > 애스턴 마틴 Aramco","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112009005","스포츠 구단 > 모터스포츠 > 스쿠데리아 페라리 HP","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112009006","스포츠 구단 > 모터스포츠 > 맥라렌 Mastercard","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112010","스포츠 구단 > 협회","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","112010001","스포츠 구단 > 협회 > KBA","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112010002","스포츠 구단 > 협회 > KBL","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112010003","스포츠 구단 > 협회 > 슈퍼레이스","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112011","스포츠 구단 > 축구 국가대표팀","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","112011001","스포츠 구단 > 축구 국가대표팀 > 대한민국","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112011002","스포츠 구단 > 축구 국가대표팀 > 브라질","confirmed","underwear","bra","underwear_top","unknown","unknown","not_applicable","not_applicable","unknown","underwear","","transform_required","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","112011004","스포츠 구단 > 축구 국가대표팀 > 프랑스","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112011005","스포츠 구단 > 축구 국가대표팀 > 이탈리아","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112011006","스포츠 구단 > 축구 국가대표팀 > 독일","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112011007","스포츠 구단 > 축구 국가대표팀 > 아르헨티나","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112011008","스포츠 구단 > 축구 국가대표팀 > 벨기에","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112011009","스포츠 구단 > 축구 국가대표팀 > 스페인","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112011010","스포츠 구단 > 축구 국가대표팀 > 콜롬비아","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112011012","스포츠 구단 > 축구 국가대표팀 > 코트디부아르","confirmed","outerwear","coat","coat","unknown","unknown","not_applicable","not_applicable","unknown","outerwear","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","112011013","스포츠 구단 > 축구 국가대표팀 > 포르투갈","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112011014","스포츠 구단 > 축구 국가대표팀 > 멕시코","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112011015","스포츠 구단 > 축구 국가대표팀 > 자메이카","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112012","스포츠 구단 > NFL","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","112012001","스포츠 구단 > NFL > 라스베이거스 레이더스","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112012002","스포츠 구단 > NFL > 그린베이 패커스","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112012003","스포츠 구단 > NFL > 버펄로 빌스","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112012004","스포츠 구단 > NFL > 마이애미 돌핀스","confirmed","tops","shirt_blouse","shirt","unknown","unknown","not_applicable","not_applicable","unknown","tops","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","112012005","스포츠 구단 > NFL > 뉴욕 자이언츠","confirmed","tops","sweatshirt","sweatshirt","unknown","unknown","not_applicable","not_applicable","unknown","tops","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","112012006","스포츠 구단 > NFL > 시카고 베어스","confirmed","bottoms","cargo_pants","cargo_pants","unknown","unknown","not_applicable","not_applicable","unknown","bottoms","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","112012007","스포츠 구단 > NFL > 미네소타 바이킹스","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112012008","스포츠 구단 > NFL > 뉴올리언스 세인츠","confirmed","tops","shirt_blouse","shirt","unknown","unknown","not_applicable","not_applicable","unknown","tops","","direct","true","bounded official product sample is semantically consistent"
"musinsa","UNKNOWN","112012009","스포츠 구단 > NFL > 시애틀 시호크스","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","112013","스포츠 구단 > 사이클","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","112013001","스포츠 구단 > 사이클 > 보라 한스그로헤","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","113","캐릭터","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","113002","캐릭터 > 디즈니","navigation_only","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","navigation_only","false","navigation grouping/non-leaf"
"musinsa","UNKNOWN","113002002","캐릭터 > 디즈니 > 인어공주","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","113002003","캐릭터 > 디즈니 > 알라딘","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","113002004","캐릭터 > 디즈니 > 백설공주","rejected","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","rejected","false","path denotes non-garment merchandise"
"musinsa","UNKNOWN","113002005","캐릭터 > 디즈니 > 미키와 친구들","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","113002006","캐릭터 > 디즈니 > 미녀와 야수","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
"musinsa","UNKNOWN","113002008","캐릭터 > 디즈니 > 라푼젤","review_required","","","","unknown","unknown","not_applicable","not_applicable","unknown","","","review_required","false","bounded sample is mixed, unknown, or insufficient"
