provider,category_key,category_path,group_codes,group_labels,disposition,product_count,audience_codes,sample_product_ids,sample_product_names,mapping_basis,notes,source_ids,source_names
uniqlo,uniqlo:57893:57968:58046:100085,MEN > 팬츠 > 와이드 팬츠 > UNIQLO : C,C,팬츠·쇼츠·레깅스,COMPARABLE,1,MEN|UNISEX,E484875,배럴팬츠,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58046"", ""class"": ""57968"", ""gender"": ""57893"", ""subcategory"": ""100085""}","{""category"": ""wide pants"", ""class"": ""bottoms"", ""gender"": ""men"", ""subcategory"": ""uniqlo c""}"
uniqlo,uniqlo:57893:57968:58046:124370,MEN > 팬츠 > 와이드 팬츠 > GU,C,팬츠·쇼츠·레깅스,COMPARABLE,1,MEN,E486729,GU트윌와이드스트레이트팬츠,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58046"", ""class"": ""57968"", ""gender"": ""57893"", ""subcategory"": ""124370""}","{""category"": ""wide pants"", ""class"": ""bottoms"", ""gender"": ""men"", ""subcategory"": ""gu""}"
uniqlo,uniqlo:57893:57968:58046:58442,MEN > 팬츠 > 와이드 팬츠 > 슬랙스,C,팬츠·쇼츠·레깅스,COMPARABLE,1,MEN,E487220,턱릴랙스와이드팬츠,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58046"", ""class"": ""57968"", ""gender"": ""57893"", ""subcategory"": ""58442""}","{""category"": ""wide pants"", ""class"": ""bottoms"", ""gender"": ""men"", ""subcategory"": ""trousers""}"
uniqlo,uniqlo:57893:57968:58046:58443,MEN > 팬츠 > 와이드 팬츠 > 유틸리티,C,팬츠·쇼츠·레깅스,COMPARABLE,3,MEN|UNISEX,E482883|E486042|E492881,와이드카고팬츠|파라슈트팬츠|파라슈트팬츠,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58046"", ""class"": ""57968"", ""gender"": ""57893"", ""subcategory"": ""58443""}","{""category"": ""wide pants"", ""class"": ""bottoms"", ""gender"": ""men"", ""subcategory"": ""work pants""}"
uniqlo,uniqlo:57893:57968:58046:58444,MEN > 팬츠 > 와이드 팬츠 > 데님,C,팬츠·쇼츠·레깅스,COMPARABLE,1,MEN,E470542,와이드스트레이트진,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58046"", ""class"": ""57968"", ""gender"": ""57893"", ""subcategory"": ""58444""}","{""category"": ""wide pants"", ""class"": ""bottoms"", ""gender"": ""men"", ""subcategory"": ""denim""}"
uniqlo,uniqlo:57893:57968:58047:58446,MEN > 팬츠 > 치노 팬츠 > 슬림,C,팬츠·쇼츠·레깅스,COMPARABLE,1,MEN,E487209,슬림치노팬츠,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58047"", ""class"": ""57968"", ""gender"": ""57893"", ""subcategory"": ""58446""}","{""category"": ""chinos"", ""class"": ""bottoms"", ""gender"": ""men"", ""subcategory"": ""slim""}"
uniqlo,uniqlo:57893:57968:58047:98360,MEN > 팬츠 > 치노 팬츠 > 와이드,C,팬츠·쇼츠·레깅스,COMPARABLE,2,MEN|UNISEX,E470549|E481030,와이드치노팬츠(다리길이72.5~74.5cm)|와이드치노팬츠(다리길이85.5cm·긴기장),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58047"", ""class"": ""57968"", ""gender"": ""57893"", ""subcategory"": ""98360""}","{""category"": ""chinos"", ""class"": ""bottoms"", ""gender"": ""men"", ""subcategory"": ""wide""}"
uniqlo,uniqlo:57893:57968:58047:98361,MEN > 팬츠 > 치노 팬츠 > 레귤러,C,팬츠·쇼츠·레깅스,COMPARABLE,1,MEN,E482880,레귤러치노팬츠,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58047"", ""class"": ""57968"", ""gender"": ""57893"", ""subcategory"": ""98361""}","{""category"": ""chinos"", ""class"": ""bottoms"", ""gender"": ""men"", ""subcategory"": ""regular""}"
uniqlo,uniqlo:57893:57968:58048:107791,MEN > 팬츠 > 진(청바지) > GU,C,팬츠·쇼츠·레깅스,COMPARABLE,1,MEN,E486725,GU배기진,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58048"", ""class"": ""57968"", ""gender"": ""57893"", ""subcategory"": ""107791""}","{""category"": ""jeans"", ""class"": ""bottoms"", ""gender"": ""men"", ""subcategory"": ""gu""}"
uniqlo,uniqlo:57893:57968:58048:149796,MEN > 팬츠 > 진(청바지) > 배기,C,팬츠·쇼츠·레깅스,COMPARABLE,4,MEN,E482868|E488397|E488630|E492365,배기진|EZY배럴진|EZY배럴진|배기스트레이트진,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58048"", ""class"": ""57968"", ""gender"": ""57893"", ""subcategory"": ""149796""}","{""category"": ""jeans"", ""class"": ""bottoms"", ""gender"": ""men"", ""subcategory"": ""baggy""}"
uniqlo,uniqlo:57893:57968:58048:58450,MEN > 팬츠 > 진(청바지) > 슬림,C,팬츠·쇼츠·레깅스,COMPARABLE,3,MEN,E455476|E482856|E485679,EZY진|슬림스트레이트진|슬림스트레이트진,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58048"", ""class"": ""57968"", ""gender"": ""57893"", ""subcategory"": ""58450""}","{""category"": ""jeans"", ""class"": ""bottoms"", ""gender"": ""men"", ""subcategory"": ""slim""}"
uniqlo,uniqlo:57893:57968:58048:58452,MEN > 팬츠 > 진(청바지) > 레귤러,C,팬츠·쇼츠·레깅스,COMPARABLE,6,MEN|UNISEX,E479816|E487206|E487742|E488684|E489367,스트레이트진|스트레이트진|스트레이트진|스트레이트진(셀비지)|스트레이트진(데미지),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58048"", ""class"": ""57968"", ""gender"": ""57893"", ""subcategory"": ""58452""}","{""category"": ""jeans"", ""class"": ""bottoms"", ""gender"": ""men"", ""subcategory"": ""regular""}"
uniqlo,uniqlo:57893:57968:58048:58453,MEN > 팬츠 > 진(청바지) > 와이드,C,팬츠·쇼츠·레깅스,COMPARABLE,2,MEN|UNISEX,E488743|E489565,배럴진|배럴진(인디고),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58048"", ""class"": ""57968"", ""gender"": ""57893"", ""subcategory"": ""58453""}","{""category"": ""jeans"", ""class"": ""bottoms"", ""gender"": ""men"", ""subcategory"": ""wide""}"
uniqlo,uniqlo:57893:57968:58049:114926,MEN > 팬츠 > 캐주얼 팬츠 > 울트라 스트레치,C,팬츠·쇼츠·레깅스,COMPARABLE,3,MEN,E485495|E485744|E485745,울트라스트레치액티브테이퍼드팬츠(다리길이68~74cm·긴기장)|울트라스트레치액티브조거팬츠(다리길이66.5~72.5cm)|울트라스트레치액티브조거팬츠(다리길이69~75cm·긴기장),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58049"", ""class"": ""57968"", ""gender"": ""57893"", ""subcategory"": ""114926""}","{""category"": ""casual pants"", ""class"": ""bottoms"", ""gender"": ""men"", ""subcategory"": ""ultra stretch""}"
uniqlo,uniqlo:57893:57968:58049:152206,MEN > 팬츠 > 캐주얼 팬츠 > 이지 팬츠,C,팬츠·쇼츠·레깅스,COMPARABLE,1,MEN|UNISEX,E488739,저지이지워크팬츠,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58049"", ""class"": ""57968"", ""gender"": ""57893"", ""subcategory"": ""152206""}","{""category"": ""casual pants"", ""class"": ""bottoms"", ""gender"": ""men"", ""subcategory"": ""easy pants""}"
uniqlo,uniqlo:57893:57968:58049:62687,MEN > 팬츠 > 캐주얼 팬츠 > 리넨,C,팬츠·쇼츠·레깅스,COMPARABLE,1,MEN,E482920,리넨블렌드이지팬츠,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58049"", ""class"": ""57968"", ""gender"": ""57893"", ""subcategory"": ""62687""}","{""category"": ""casual pants"", ""class"": ""bottoms"", ""gender"": ""men"", ""subcategory"": ""linen""}"
uniqlo,uniqlo:57893:57968:58050:58460,MEN > 팬츠 > 스웨트 팬츠 & 조거 팬츠 > 스웨트,C,팬츠·쇼츠·레깅스,COMPARABLE,5,MEN|UNISEX,E471809|E473715|E482758|E486120|E486121,스웨트와이드팬츠(다리길이66~72cm)|스웨트와이드팬츠(다리길이70~76cm·긴기장)|스웨트와이드쇼트팬츠|스웨트팬츠(다리길이65~71cm)|스웨트팬츠(다리길이68~74cm·긴기장),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58050"", ""class"": ""57968"", ""gender"": ""57893"", ""subcategory"": ""58460""}","{""category"": ""sweat pants"", ""class"": ""bottoms"", ""gender"": ""men"", ""subcategory"": ""sweat""}"
uniqlo,uniqlo:57893:57968:58052:58466,MEN > 팬츠 > 감탄 팬츠 > 감탄 팬츠,C,팬츠·쇼츠·레깅스,COMPARABLE,2,MEN,E447780|E467574,감탄팬츠|감탄팬츠(하운드투스),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58052"", ""class"": ""57968"", ""gender"": ""57893"", ""subcategory"": ""58466""}","{""category"": ""gamtan pants"", ""class"": ""bottoms"", ""gender"": ""men"", ""subcategory"": ""gamtan pants""}"
uniqlo,uniqlo:57893:57968:58052:58467,MEN > 팬츠 > 감탄 팬츠 > 감탄 팬츠(라이트),C,팬츠·쇼츠·레깅스,COMPARABLE,1,MEN,E463820,감탄팬츠(라이트),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58052"", ""class"": ""57968"", ""gender"": ""57893"", ""subcategory"": ""58467""}","{""category"": ""gamtan pants"", ""class"": ""bottoms"", ""gender"": ""men"", ""subcategory"": ""gamtan pants light""}"
uniqlo,uniqlo:57893:57968:58054:113378,MEN > 팬츠 > 쇼트 팬츠(반바지) > 데님 & 코튼,C,팬츠·쇼츠·레깅스,COMPARABLE,1,MEN|UNISEX,E484209,데님쇼트팬츠,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58054"", ""class"": ""57968"", ""gender"": ""57893"", ""subcategory"": ""113378""}","{""category"": ""short pants"", ""class"": ""bottoms"", ""gender"": ""men"", ""subcategory"": ""denim""}"
uniqlo,uniqlo:57893:57968:58054:58475,MEN > 팬츠 > 쇼트 팬츠(반바지) > 이지(허리 밴딩),C,팬츠·쇼츠·레깅스,COMPARABLE,3,MEN|UNISEX,E458325|E481582|E485739,스트레치이지쇼트팬츠(시어서커)|스트레치이지쇼트팬츠|이지쇼트팬츠,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58054"", ""class"": ""57968"", ""gender"": ""57893"", ""subcategory"": ""58475""}","{""category"": ""short pants"", ""class"": ""bottoms"", ""gender"": ""men"", ""subcategory"": ""easy""}"
uniqlo,uniqlo:57893:57968:58054:79441,MEN > 팬츠 > 쇼트 팬츠(반바지) > 카고 & 기어,C,팬츠·쇼츠·레깅스,COMPARABLE,2,MEN,E482942|E489563,카고쇼트팬츠|기어쇼트팬츠(프린트),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58054"", ""class"": ""57968"", ""gender"": ""57893"", ""subcategory"": ""79441""}","{""category"": ""short pants"", ""class"": ""bottoms"", ""gender"": ""men"", ""subcategory"": ""cargo""}"
uniqlo,uniqlo:57893:57969:58056:58486,MEN > 스포츠 유틸리티 웨어 > 아우터 > 파카,B,아우터,COMPARABLE,2,MEN,E465203|E483975,DRY-EX UV PROTECTION풀집파카|DRY-EX UV PROTECTION풀집파카(프린트),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58056"", ""class"": ""57969"", ""gender"": ""57893"", ""subcategory"": ""58486""}","{""category"": ""outerwear"", ""class"": ""sport utility wear"", ""gender"": ""men"", ""subcategory"": ""parka""}"
uniqlo,uniqlo:57893:57969:58058:112643,MEN > 스포츠 유틸리티 웨어 > 팬츠 > 울트라 스트레치 팬츠,C,팬츠·쇼츠·레깅스,COMPARABLE,2,MEN|UNISEX,E465491|E475386,울트라스트레치액티브테이퍼드팬츠(다리길이65~71cm)|울트라스트레치액티브쇼트팬츠,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58058"", ""class"": ""57969"", ""gender"": ""57893"", ""subcategory"": ""112643""}","{""category"": ""pants"", ""class"": ""sport utility wear"", ""gender"": ""men"", ""subcategory"": ""ultra stretch""}"
uniqlo,uniqlo:57893:57969:58058:58498,MEN > 스포츠 유틸리티 웨어 > 팬츠 > 기어 팬츠,C,팬츠·쇼츠·레깅스,COMPARABLE,1,MEN|UNISEX,E488371,기어쇼트팬츠,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58058"", ""class"": ""57969"", ""gender"": ""57893"", ""subcategory"": ""58498""}","{""category"": ""pants"", ""class"": ""sport utility wear"", ""gender"": ""men"", ""subcategory"": ""geared""}"
uniqlo,uniqlo:57893:57969:58059:58499,MEN > 스포츠 유틸리티 웨어 > 이너웨어 > 에어리즘,F,이너웨어·홈웨어,COMPARABLE,3,MEN,E456567|E466489|E471717,AIRism메쉬V넥T|AIRism메쉬탱크탑|AIRism메쉬크루넥T,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58059"", ""class"": ""57969"", ""gender"": ""57893"", ""subcategory"": ""58499""}","{""category"": ""innerwear"", ""class"": ""sport utility wear"", ""gender"": ""men"", ""subcategory"": ""airism""}"
uniqlo,uniqlo:57893:57969:58059:58500,MEN > 스포츠 유틸리티 웨어 > 이너웨어 > 양말,X,비교 제외,EXCLUDED,1,MEN,E462220,스포츠쇼트삭스(파일라인)A,유니클로 category가 명시적인 비의류/액세서리,,"{""category"": ""58059"", ""class"": ""57969"", ""gender"": ""57893"", ""subcategory"": ""58500""}","{""category"": ""innerwear"", ""class"": ""sport utility wear"", ""gender"": ""men"", ""subcategory"": ""socks""}"
uniqlo,uniqlo:57893:57970:58061:58505,MEN > 이너웨어 > 에어리즘 > 에어리즘,F,이너웨어·홈웨어,COMPARABLE,1,MEN,E454311,AIRism V넥T,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58061"", ""class"": ""57970"", ""gender"": ""57893"", ""subcategory"": ""58505""}","{""category"": ""airism"", ""class"": ""innerwear"", ""gender"": ""men"", ""subcategory"": ""airism""}"
uniqlo,uniqlo:57893:57970:58061:58506,MEN > 이너웨어 > 에어리즘 > 코튼,F,이너웨어·홈웨어,COMPARABLE,1,MEN,E482522,AIRism코튼크루넥T,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58061"", ""class"": ""57970"", ""gender"": ""57893"", ""subcategory"": ""58506""}","{""category"": ""airism"", ""class"": ""innerwear"", ""gender"": ""men"", ""subcategory"": ""airism cotton""}"
uniqlo,uniqlo:57893:57970:58061:58510,MEN > 이너웨어 > 에어리즘 > 심리스,F,이너웨어·홈웨어,COMPARABLE,2,MEN,E479885|E484996,AIRism심리스복서브리프|AIRism심리스복서브리프,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58061"", ""class"": ""57970"", ""gender"": ""57893"", ""subcategory"": ""58510""}","{""category"": ""airism"", ""class"": ""innerwear"", ""gender"": ""men"", ""subcategory"": ""seamless""}"
uniqlo,uniqlo:57893:57970:58061:58511,MEN > 이너웨어 > 에어리즘 > 브리프 (레귤러),F,이너웨어·홈웨어,COMPARABLE,2,MEN,E454326|E480997,AIRism복서브리프|AIRism복서브리프(프린트)C,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58061"", ""class"": ""57970"", ""gender"": ""57893"", ""subcategory"": ""58511""}","{""category"": ""airism"", ""class"": ""innerwear"", ""gender"": ""men"", ""subcategory"": ""briefs""}"
uniqlo,uniqlo:57893:57970:58061:58512,MEN > 이너웨어 > 에어리즘 > 브리프 (로라이즈),F,이너웨어·홈웨어,COMPARABLE,3,MEN,E454328|E474321|E478814,AIRism복서브리프(로라이즈)|AIRism복서브리프(로라이즈)프린트|AIRism복서브리프(로라이즈)스트라이프,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58061"", ""class"": ""57970"", ""gender"": ""57893"", ""subcategory"": ""58512""}","{""category"": ""airism"", ""class"": ""innerwear"", ""gender"": ""men"", ""subcategory"": ""briefs low-rise""}"
uniqlo,uniqlo:57893:57970:58061:58513,MEN > 이너웨어 > 에어리즘 > 트렁크,F,이너웨어·홈웨어,COMPARABLE,2,MEN,E454327|E466509,AIRism트렁크스|AIRism트렁크스(스트라이프),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58061"", ""class"": ""57970"", ""gender"": ""57893"", ""subcategory"": ""58513""}","{""category"": ""airism"", ""class"": ""innerwear"", ""gender"": ""men"", ""subcategory"": ""trunks""}"
uniqlo,uniqlo:57893:57970:58062:123533,MEN > 이너웨어 > 히트텍 > 히트텍 캐시미어 블렌드,F,이너웨어·홈웨어,COMPARABLE,2,MEN,E481441|E481442,히트텍캐시미어블렌드크루넥T(9부)엑스트라웜|히트텍캐시미어블렌드터틀넥T(9부)엑스트라웜,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58062"", ""class"": ""57970"", ""gender"": ""57893"", ""subcategory"": ""123533""}","{""category"": ""heattech"", ""class"": ""innerwear"", ""gender"": ""men"", ""subcategory"": ""heattech cashmere blend""}"
uniqlo,uniqlo:57893:57970:58062:58517,MEN > 이너웨어 > 히트텍 > 긴팔,F,이너웨어·홈웨어,COMPARABLE,1,MEN,E461003,히트텍크루넥T,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58062"", ""class"": ""57970"", ""gender"": ""57893"", ""subcategory"": ""58517""}","{""category"": ""heattech"", ""class"": ""innerwear"", ""gender"": ""men"", ""subcategory"": ""long sleeve""}"
uniqlo,uniqlo:57893:57970:58062:58519,MEN > 이너웨어 > 히트텍 > 반팔,F,이너웨어·홈웨어,COMPARABLE,1,MEN,E461001,히트텍크루넥T,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58062"", ""class"": ""57970"", ""gender"": ""57893"", ""subcategory"": ""58519""}","{""category"": ""heattech"", ""class"": ""innerwear"", ""gender"": ""men"", ""subcategory"": ""short sleeve""}"
uniqlo,uniqlo:57893:57970:58062:58523,MEN > 이너웨어 > 히트텍 > 타이즈,X,비교 제외,EXCLUDED,3,MEN,E461013|E479467|E479538,히트텍타이즈|히트텍코튼타이즈(엑스트라웜)|히트텍울트라웜타이즈,유니클로 category가 명시적인 비의류/액세서리,,"{""category"": ""58062"", ""class"": ""57970"", ""gender"": ""57893"", ""subcategory"": ""58523""}","{""category"": ""heattech"", ""class"": ""innerwear"", ""gender"": ""men"", ""subcategory"": ""tights""}"
uniqlo,uniqlo:57893:57970:58062:98371,MEN > 이너웨어 > 히트텍 > 히트텍 엑스트라 웜,F,이너웨어·홈웨어,COMPARABLE,1,MEN,E479450,히트텍코튼크루넥T(9부)엑스트라웜,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58062"", ""class"": ""57970"", ""gender"": ""57893"", ""subcategory"": ""98371""}","{""category"": ""heattech"", ""class"": ""innerwear"", ""gender"": ""men"", ""subcategory"": ""heattech cotton extra warm""}"
uniqlo,uniqlo:57893:57970:58062:98372,MEN > 이너웨어 > 히트텍 > 히트텍 울트라 웜,F,이너웨어·홈웨어,COMPARABLE,1,MEN,E479525,히트텍울트라웜크루넥T(긴팔),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58062"", ""class"": ""57970"", ""gender"": ""57893"", ""subcategory"": ""98372""}","{""category"": ""heattech"", ""class"": ""innerwear"", ""gender"": ""men"", ""subcategory"": ""ultra warm""}"
uniqlo,uniqlo:57893:57970:58063:58525,MEN > 이너웨어 > 언더웨어 > 에어리즘 심리스 브리프,F,이너웨어·홈웨어,COMPARABLE,8,MEN,E482556|E482557|E482558|E482563|E482567,AIRism심리스복서브리프|AIRism심리스복서브리프(프린트)A|AIRism심리스복서브리프(프린트)B|AIRism메쉬심리스복서브리프|AIRism메쉬심리스복서브리프,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58063"", ""class"": ""57970"", ""gender"": ""57893"", ""subcategory"": ""58525""}","{""category"": ""underwear"", ""class"": ""innerwear"", ""gender"": ""men"", ""subcategory"": ""airism seamless""}"
uniqlo,uniqlo:57893:57970:58063:58526,MEN > 이너웨어 > 언더웨어 > 에어리즘 브리프,F,이너웨어·홈웨어,COMPARABLE,3,MEN,E482538|E488035|E489058,AIRism복서브리프|AIRism복서브리프(스트라이프)B|AIRism복서브리프(컬러블록),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58063"", ""class"": ""57970"", ""gender"": ""57893"", ""subcategory"": ""58526""}","{""category"": ""underwear"", ""class"": ""innerwear"", ""gender"": ""men"", ""subcategory"": ""airism regular""}"
uniqlo,uniqlo:57893:57970:58063:58528,MEN > 이너웨어 > 언더웨어 > 에어리즘 트렁크,F,이너웨어·홈웨어,COMPARABLE,1,MEN,E482581,AIRism트렁크스,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58063"", ""class"": ""57970"", ""gender"": ""57893"", ""subcategory"": ""58528""}","{""category"": ""underwear"", ""class"": ""innerwear"", ""gender"": ""men"", ""subcategory"": ""airism trunks""}"
uniqlo,uniqlo:57893:57970:58065:58533,MEN > 이너웨어 > 양말 > 컬러 삭스,X,비교 제외,EXCLUDED,2,MEN|UNISEX,E461025|E482606,컬러삭스|컬러삭스,유니클로 category가 명시적인 비의류/액세서리,,"{""category"": ""58065"", ""class"": ""57970"", ""gender"": ""57893"", ""subcategory"": ""58533""}","{""category"": ""socks"", ""class"": ""innerwear"", ""gender"": ""men"", ""subcategory"": ""colorful socks""}"
uniqlo,uniqlo:57893:57970:58065:58534,MEN > 이너웨어 > 양말 > 레귤러 삭스,X,비교 제외,EXCLUDED,11,MEN,E441897|E452029|E457288|E470960|E471947,SUPIMA COTTON블렌드피케삭스|삭스(아가일)|SUPIMA COTTON블렌드삭스(와이드립)|삭스(소프트핏)|삭스(파일라인),유니클로 category가 명시적인 비의류/액세서리,,"{""category"": ""58065"", ""class"": ""57970"", ""gender"": ""57893"", ""subcategory"": ""58534""}","{""category"": ""socks"", ""class"": ""innerwear"", ""gender"": ""men"", ""subcategory"": ""regular""}"
uniqlo,uniqlo:57893:57970:58065:58535,MEN > 이너웨어 > 양말 > 하프 삭스,X,비교 제외,EXCLUDED,6,MEN,E471968|E479546|E482638|E486916|E488105,스포츠하프삭스(파일)|스포츠하프삭스|스포츠하프삭스(파일라인)|하프삭스(컬러슬러브얀)|하프삭스(스트라이프),유니클로 category가 명시적인 비의류/액세서리,,"{""category"": ""58065"", ""class"": ""57970"", ""gender"": ""57893"", ""subcategory"": ""58535""}","{""category"": ""socks"", ""class"": ""innerwear"", ""gender"": ""men"", ""subcategory"": ""half""}"
uniqlo,uniqlo:57893:57970:58065:58536,MEN > 이너웨어 > 양말 > 쇼트 삭스,X,비교 제외,EXCLUDED,6,MEN,E457267|E462216|E471958|E481091|E485005,쇼트삭스(파일메쉬)|쇼트삭스(립)|스포츠쇼트삭스|스포츠쇼트삭스(파일라인)B|스포츠쇼트삭스B,유니클로 category가 명시적인 비의류/액세서리,,"{""category"": ""58065"", ""class"": ""57970"", ""gender"": ""57893"", ""subcategory"": ""58536""}","{""category"": ""socks"", ""class"": ""innerwear"", ""gender"": ""men"", ""subcategory"": ""short""}"
uniqlo,uniqlo:57893:57970:58065:58537,MEN > 이너웨어 > 양말 > 베리 쇼트 삭스,X,비교 제외,EXCLUDED,3,MEN,E462233|E469996|E471972,스포츠베리쇼트삭스(파일)|베리쇼트삭스|베리쇼트삭스(미들컷),유니클로 category가 명시적인 비의류/액세서리,,"{""category"": ""58065"", ""class"": ""57970"", ""gender"": ""57893"", ""subcategory"": ""58537""}","{""category"": ""socks"", ""class"": ""innerwear"", ""gender"": ""men"", ""subcategory"": ""very short""}"
uniqlo,uniqlo:57893:57971:58067:58545,MEN > 라운지 팬츠 > 라운지 팬츠 > 쇼트 팬츠,C|F,팬츠·쇼츠·레깅스|이너웨어·홈웨어,COMPARABLE,2,MEN|UNISEX,E481583|E482260,스트레치이지쇼트팬츠(데님)|리넨블렌드이지쇼트팬츠,유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58067"", ""class"": ""57971"", ""gender"": ""57893"", ""subcategory"": ""58545""}","{""category"": ""lounge pants"", ""class"": ""loungewear and homeware"", ""gender"": ""men"", ""subcategory"": ""shorts""}"
uniqlo,uniqlo:57893:57971:58067:98376,MEN > 라운지 팬츠 > 라운지 팬츠 > 롱 팬츠,C|F,팬츠·쇼츠·레깅스|이너웨어·홈웨어,COMPARABLE,2,MEN,E478670|E482259,리넨블렌드이지앵클팬츠|리넨블렌드이지앵클팬츠(스트라이프),유니클로 category/subcategory의 명시적 의류 종류,,"{""category"": ""58067"", ""class"": ""57971"", ""gender"": ""57893"", ""subcategory"": ""98376""}","{""category"": ""lounge pants"", ""class"": ""loungewear and homeware"", ""gender"": ""men"", ""subcategory"": ""ankle""}"
uniqlo,uniqlo:57893:57972:124373:124422,MEN > 액세서리 > 장갑 > 히트텍,X,비교 제외,EXCLUDED,1,MEN,E486205,히트텍라이닝글러브(패디드),유니클로 category가 명시적인 비의류/액세서리,,"{""category"": ""124373"", ""class"": ""57972"", ""gender"": ""57893"", ""subcategory"": ""124422""}","{""category"": ""gloves"", ""class"": ""accessories"", ""gender"": ""men"", ""subcategory"": ""heattech""}"
uniqlo,uniqlo:57893:57972:58071:58558,MEN > 액세서리 > 모자 > 캡,X,비교 제외,EXCLUDED,2,MEN|UNISEX,E478306|E486194,UV PROTECTION캡(2WAY스트레치)|UV PROTECTION캡(트윌),유니클로 category가 명시적인 비의류/액세서리,,"{""category"": ""58071"", ""class"": ""57972"", ""gender"": ""57893"", ""subcategory"": ""58558""}","{""category"": ""hats and caps"", ""class"": ""accessories"", ""gender"": ""men"", ""subcategory"": ""caps""}"
uniqlo,uniqlo:57893:57972:58071:58559,MEN > 액세서리 > 모자 > 햇,X,비교 제외,EXCLUDED,1,MEN|UNISEX,E486196,UV PROTECTION니트버킷햇,유니클로 category가 명시적인 비의류/액세서리,,"{""category"": ""58071"", ""class"": ""57972"", ""gender"": ""57893"", ""subcategory"": ""58559""}","{""category"": ""hats and caps"", ""class"": ""accessories"", ""gender"": ""men"", ""subcategory"": ""hats""}"
uniqlo,uniqlo:57893:57972:58071:58560,MEN > 액세서리 > 모자 > UV Protection,X,비교 제외,EXCLUDED,2,MEN|UNISEX,E491142|E491143,Jason Polan UV PROTECTION캡|PEANUTS UV PROTECTION캡(코듀로이),유니클로 category가 명시적인 비의류/액세서리,,"{""category"": ""58071"", ""class"": ""57972"", ""gender"": ""57893"", ""subcategory"": ""58560""}","{""category"": ""hats and caps"", ""class"": ""accessories"", ""gender"": ""men"", ""subcategory"": ""uv protection""}"
uniqlo,uniqlo:57893:57972:58071:62990,MEN > 액세서리 > 모자 > 비니,X,비교 제외,EXCLUDED,1,MEN|UNISEX,E486191,히트텍립비니,유니클로 category가 명시적인 비의류/액세서리,,"{""category"": ""58071"", ""class"": ""57972"", ""gender"": ""57893"", ""subcategory"": ""62990""}","{""category"": ""hats and caps"", ""class"": ""accessories"", ""gender"": ""men"", ""subcategory"": ""beanie""}"
uniqlo,uniqlo:57893:57972:58072:58562,MEN > 액세서리 > 벨트 > 정장벨트,X,비교 제외,EXCLUDED,4,MEN,E463729|E463730|E481626|E484783,이탈리안레더스티치벨트|이탈리안오일드레더벨트|이탈리안레더슬라이드버클벨트|레더콤비네이션스트라이프벨트,유니클로 category가 명시적인 비의류/액세서리,,"{""category"": ""58072"", ""class"": ""57972"", ""gender"": ""57893"", ""subcategory"": ""58562""}","{""category"": ""belts"", ""class"": ""accessories"", ""gender"": ""men"", ""subcategory"": ""dress belts""}"
